p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.583813,0.763776),h:0,n:0,cr:0;
p:(0.649374,0.802146),h:0,n:0,cr:0;
p:(0.6447,0.806896),h:0,n:0,cr:0;
p:(0.659557,0.801979),h:0,n:0,cr:0;
p:(0.649081,0.812878),h:0,n:0,cr:0;
p:(0.650135,0.818748),h:0,n:0,cr:0;
p:(0.637219,0.82226),h:0,n:0,cr:0;
p:(0.625481,0.825562),h:0,n:0,cr:0;
p:(0.645518,0.832221),h:0,n:0,cr:0;
p:(0.662156,0.818326),h:0,n:0,cr:0;
p:(0.662579,0.822278),h:0,n:0,cr:0;
p:(0.668957,0.810214),h:0,n:0,cr:0;
p:(0.66526,0.831369),h:0,n:0,cr:0;
p:(0.670913,0.840666),h:0,n:0,cr:0;
p:(0.64085,0.793655),h:0,n:0,cr:0;
p:(0.634992,0.844215),h:0,n:0,cr:0;
p:(0.632891,0.848661),h:0,n:0,cr:0;
p:(0.632047,0.839161),h:0,n:0,cr:0;
p:(0.652875,0.842984),h:0,n:0,cr:0;
p:(0.593374,0.818906),h:0,n:0,cr:0;
p:(0.594504,0.820012),h:0,n:0,cr:0;
p:(0.600116,0.816117),h:0,n:0,cr:0;
p:(0.586095,0.82343),h:0,n:0,cr:0;
p:(0.583258,0.825254),h:0,n:0,cr:0;
p:(0.592731,0.808995),h:0,n:0,cr:0;
p:(0.574327,0.832526),h:0,n:0,cr:0;
p:(0.568482,0.836554),h:0,n:0,cr:0;
p:(0.570179,0.822182),h:0,n:0,cr:0;
p:(0.588097,0.837021),h:0,n:0,cr:0;
p:(0.564064,0.805854),h:0,n:0,cr:0;
p:(0.559874,0.806712),h:0,n:0,cr:0;
p:(0.566553,0.800246),h:0,n:0,cr:0;
p:(0.573956,0.805217),h:0,n:0,cr:0;
p:(0.586318,0.860013),h:0,n:0,cr:0;
p:(0.584417,0.862432),h:0,n:0,cr:0;
p:(0.592917,0.856649),h:0,n:0,cr:0;
p:(0.581208,0.868603),h:0,n:0,cr:0;
p:(0.57168,0.870222),h:0,n:0,cr:0;
p:(0.608066,0.846329),h:0,n:0,cr:0;
p:(0.618112,0.854692),h:0,n:0,cr:0;
p:(0.605538,0.860887),h:0,n:0,cr:0;
p:(0.603554,0.864889),h:0,n:0,cr:0;
p:(0.54883,0.884328),h:0,n:0,cr:0;
p:(0.552175,0.885148),h:0,n:0,cr:0;
p:(0.54666,0.888863),h:0,n:0,cr:0;
p:(0.549656,0.871403),h:0,n:0,cr:0;
p:(0.532488,0.876771),h:0,n:0,cr:0;
p:(0.534089,0.852418),h:0,n:0,cr:0;
p:(0.531889,0.861294),h:0,n:0,cr:0;
p:(0.550854,0.854269),h:0,n:0,cr:0;
p:(0.562277,0.86605),h:0,n:0,cr:0;
p:(0.56847,0.884401),h:0,n:0,cr:0;
p:(0.711616,0.47633),h:0,n:0,cr:0;
p:(0.709038,0.47674),h:0,n:0,cr:0;
p:(0.712143,0.468191),h:0,n:0,cr:0;
p:(0.702571,0.478),h:0,n:0,cr:0;
p:(0.709894,0.487945),h:0,n:0,cr:0;
p:(0.707387,0.489282),h:0,n:0,cr:0;
p:(0.705072,0.485683),h:0,n:0,cr:0;
p:(0.710088,0.500321),h:0,n:0,cr:0;
p:(0.698547,0.503416),h:0,n:0,cr:0;
p:(0.698844,0.509579),h:0,n:0,cr:0;
p:(0.726467,0.469971),h:0,n:0,cr:0;
p:(0.728871,0.483398),h:0,n:0,cr:0;
p:(0.743808,0.466045),h:0,n:0,cr:0;
p:(0.686463,0.439307),h:0,n:0,cr:0;
p:(0.695994,0.439962),h:0,n:0,cr:0;
p:(0.687512,0.427524),h:0,n:0,cr:0;
p:(0.668828,0.434508),h:0,n:0,cr:0;
p:(0.717504,0.440714),h:0,n:0,cr:0;
p:(0.717761,0.444557),h:0,n:0,cr:0;
p:(0.704487,0.450975),h:0,n:0,cr:0;
p:(0.701946,0.461431),h:0,n:0,cr:0;
p:(0.698255,0.418979),h:0,n:0,cr:0;
p:(0.703456,0.433762),h:0,n:0,cr:0;
p:(0.659296,0.463245),h:0,n:0,cr:0;
p:(0.658711,0.465672),h:0,n:0,cr:0;
p:(0.658689,0.470985),h:0,n:0,cr:0;
p:(0.667774,0.45861),h:0,n:0,cr:0;
p:(0.659867,0.448756),h:0,n:0,cr:0;
p:(0.655892,0.484891),h:0,n:0,cr:0;
p:(0.657177,0.499908),h:0,n:0,cr:0;
p:(0.684503,0.463488),h:0,n:0,cr:0;
p:(0.679378,0.470372),h:0,n:0,cr:0;
p:(0.676518,0.460084),h:0,n:0,cr:0;
p:(0.677978,0.482389),h:0,n:0,cr:0;
p:(0.675,0.493801),h:0,n:0,cr:0;
p:(0.691121,0.479701),h:0,n:0,cr:0;
p:(0.628694,0.46517),h:0,n:0,cr:0;
p:(0.622772,0.46796),h:0,n:0,cr:0;
p:(0.626132,0.475498),h:0,n:0,cr:0;
p:(0.631966,0.452418),h:0,n:0,cr:0;
p:(0.638602,0.459977),h:0,n:0,cr:0;
p:(0.635562,0.481264),h:0,n:0,cr:0;
p:(0.755437,0.42226),h:0,n:0,cr:0;
p:(0.756569,0.424836),h:0,n:0,cr:0;
p:(0.746726,0.423797),h:0,n:0,cr:0;
p:(0.742277,0.42443),h:0,n:0,cr:0;
p:(0.739973,0.429354),h:0,n:0,cr:0;
p:(0.738666,0.431555),h:0,n:0,cr:0;
p:(0.738207,0.437738),h:0,n:0,cr:0;
p:(0.731197,0.405869),h:0,n:0,cr:0;
p:(0.727196,0.406274),h:0,n:0,cr:0;
p:(0.724748,0.416523),h:0,n:0,cr:0;
p:(0.719041,0.417872),h:0,n:0,cr:0;
p:(0.736155,0.447448),h:0,n:0,cr:0;
p:(0.729904,0.451261),h:0,n:0,cr:0;
p:(0.74784,0.397835),h:0,n:0,cr:0;
p:(0.743157,0.403936),h:0,n:0,cr:0;
p:(0.758948,0.399111),h:0,n:0,cr:0;
p:(0.765851,0.38038),h:0,n:0,cr:0;
p:(0.771027,0.392521),h:0,n:0,cr:0;
p:(0.782683,0.416614),h:0,n:0,cr:0;
p:(0.772079,0.41897),h:0,n:0,cr:0;
p:(0.795129,0.417746),h:0,n:0,cr:0;
p:(0.78056,0.429122),h:0,n:0,cr:0;
p:(0.768776,0.431404),h:0,n:0,cr:0;
p:(0.727488,0.371766),h:0,n:0,cr:0;
p:(0.730718,0.375185),h:0,n:0,cr:0;
p:(0.722526,0.36835),h:0,n:0,cr:0;
p:(0.732589,0.365865),h:0,n:0,cr:0;
p:(0.716586,0.383708),h:0,n:0,cr:0;
p:(0.730654,0.390915),h:0,n:0,cr:0;
p:(0.743255,0.380186),h:0,n:0,cr:0;
p:(0.733218,0.381128),h:0,n:0,cr:0;
p:(0.742111,0.369786),h:0,n:0,cr:0;
p:(0.644108,0.311574),h:0,n:0,cr:0;
p:(0.642724,0.316838),h:0,n:0,cr:0;
p:(0.650093,0.317254),h:0,n:0,cr:0;
p:(0.643889,0.324069),h:0,n:0,cr:0;
p:(0.63591,0.320215),h:0,n:0,cr:0;
p:(0.637688,0.331875),h:0,n:0,cr:0;
p:(0.628001,0.335109),h:0,n:0,cr:0;
p:(0.645548,0.295431),h:0,n:0,cr:0;
p:(0.641306,0.298831),h:0,n:0,cr:0;
p:(0.63598,0.300763),h:0,n:0,cr:0;
p:(0.656393,0.292721),h:0,n:0,cr:0;
p:(0.682901,0.30075),h:0,n:0,cr:0;
p:(0.683598,0.30472),h:0,n:0,cr:0;
p:(0.688308,0.304264),h:0,n:0,cr:0;
p:(0.67227,0.306458),h:0,n:0,cr:0;
p:(0.662025,0.31393),h:0,n:0,cr:0;
p:(0.661238,0.328073),h:0,n:0,cr:0;
p:(0.688985,0.330627),h:0,n:0,cr:0;
p:(0.690871,0.334503),h:0,n:0,cr:0;
p:(0.69664,0.321868),h:0,n:0,cr:0;
p:(0.67965,0.338769),h:0,n:0,cr:0;
p:(0.667301,0.339018),h:0,n:0,cr:0;
p:(0.714467,0.320871),h:0,n:0,cr:0;
p:(0.712535,0.324314),h:0,n:0,cr:0;
p:(0.708326,0.327041),h:0,n:0,cr:0;
p:(0.701547,0.331665),h:0,n:0,cr:0;
p:(0.692318,0.347278),h:0,n:0,cr:0;
p:(0.699911,0.3533),h:0,n:0,cr:0;
p:(0.690056,0.361095),h:0,n:0,cr:0;
p:(0.630885,0.347881),h:0,n:0,cr:0;
p:(0.63913,0.354487),h:0,n:0,cr:0;
p:(0.617337,0.357115),h:0,n:0,cr:0;
p:(0.623807,0.369072),h:0,n:0,cr:0;
p:(0.657253,0.349832),h:0,n:0,cr:0;
p:(0.658613,0.355374),h:0,n:0,cr:0;
p:(0.653245,0.345098),h:0,n:0,cr:0;
p:(0.651688,0.36283),h:0,n:0,cr:0;
p:(0.672167,0.360763),h:0,n:0,cr:0;
p:(0.680778,0.371805),h:0,n:0,cr:0;
p:(0.66708,0.377791),h:0,n:0,cr:0;
p:(0.691639,0.382785),h:0,n:0,cr:0;
p:(0.7093,0.398373),h:0,n:0,cr:0;
p:(0.64914,0.401427),h:0,n:0,cr:0;
p:(0.656026,0.407003),h:0,n:0,cr:0;
p:(0.651658,0.391863),h:0,n:0,cr:0;
p:(0.663177,0.397864),h:0,n:0,cr:0;
p:(0.674448,0.404218),h:0,n:0,cr:0;
p:(0.961929,0.399488),h:0,n:0,cr:0;
p:(0.967154,0.403743),h:0,n:0,cr:0;
p:(0.946945,0.403837),h:0,n:0,cr:0;
p:(0.940066,0.407924),h:0,n:0,cr:0;
p:(0.929245,0.409686),h:0,n:0,cr:0;
p:(0.933687,0.416482),h:0,n:0,cr:0;
p:(0.923851,0.394924),h:0,n:0,cr:0;
p:(0.955366,0.421069),h:0,n:0,cr:0;
p:(0.962555,0.422775),h:0,n:0,cr:0;
p:(0.946117,0.427941),h:0,n:0,cr:0;
p:(0.951456,0.36886),h:0,n:0,cr:0;
p:(0.938221,0.373953),h:0,n:0,cr:0;
p:(0.967447,0.380328),h:0,n:0,cr:0;
p:(0.963996,0.383901),h:0,n:0,cr:0;
p:(0.990577,0.453045),h:0,n:0,cr:0;
p:(0.995087,0.453228),h:0,n:0,cr:0;
p:(0.978114,0.457831),h:0,n:0,cr:0;
p:(0.971446,0.460952),h:0,n:0,cr:0;
p:(0.97758,0.440439),h:0,n:0,cr:0;
p:(0.958888,0.446762),h:0,n:0,cr:0;
p:(0.992898,0.429729),h:0,n:0,cr:0;
p:(0.926811,0.457577),h:0,n:0,cr:0;
p:(0.930193,0.460588),h:0,n:0,cr:0;
p:(0.931695,0.456174),h:0,n:0,cr:0;
p:(0.932817,0.469363),h:0,n:0,cr:0;
p:(0.929695,0.442361),h:0,n:0,cr:0;
p:(0.930478,0.448254),h:0,n:0,cr:0;
p:(0.921866,0.448075),h:0,n:0,cr:0;
p:(0.913109,0.45988),h:0,n:0,cr:0;
p:(0.911145,0.46436),h:0,n:0,cr:0;
p:(0.85542,0.414068),h:0,n:0,cr:0;
p:(0.857517,0.418542),h:0,n:0,cr:0;
p:(0.850519,0.419719),h:0,n:0,cr:0;
p:(0.870727,0.409018),h:0,n:0,cr:0;
p:(0.87178,0.422565),h:0,n:0,cr:0;
p:(0.86381,0.437439),h:0,n:0,cr:0;
p:(0.863053,0.448358),h:0,n:0,cr:0;
p:(0.892654,0.434579),h:0,n:0,cr:0;
p:(0.889917,0.43553),h:0,n:0,cr:0;
p:(0.895352,0.438762),h:0,n:0,cr:0;
p:(0.897788,0.441496),h:0,n:0,cr:0;
p:(0.901454,0.429986),h:0,n:0,cr:0;
p:(0.902638,0.437062),h:0,n:0,cr:0;
p:(0.907414,0.42566),h:0,n:0,cr:0;
p:(0.903286,0.367842),h:0,n:0,cr:0;
p:(0.904377,0.372911),h:0,n:0,cr:0;
p:(0.901214,0.362496),h:0,n:0,cr:0;
p:(0.897548,0.379815),h:0,n:0,cr:0;
p:(0.894467,0.390263),h:0,n:0,cr:0;
p:(0.911684,0.379419),h:0,n:0,cr:0;
p:(0.90772,0.398241),h:0,n:0,cr:0;
p:(0.90266,0.398603),h:0,n:0,cr:0;
p:(0.875662,0.388398),h:0,n:0,cr:0;
p:(0.882247,0.353376),h:0,n:0,cr:0;
p:(0.879993,0.355805),h:0,n:0,cr:0;
p:(0.88205,0.366667),h:0,n:0,cr:0;
p:(0.956645,0.261006),h:0,n:0,cr:0;
p:(0.958612,0.265781),h:0,n:0,cr:0;
p:(0.952297,0.2696),h:0,n:0,cr:0;
p:(0.951855,0.279211),h:0,n:0,cr:0;
p:(0.944433,0.263919),h:0,n:0,cr:0;
p:(0.941012,0.271548),h:0,n:0,cr:0;
p:(0.965548,0.264887),h:0,n:0,cr:0;
p:(0.96674,0.268092),h:0,n:0,cr:0;
p:(0.972376,0.290352),h:0,n:0,cr:0;
p:(0.971087,0.291078),h:0,n:0,cr:0;
p:(0.967942,0.292583),h:0,n:0,cr:0;
p:(0.979173,0.300767),h:0,n:0,cr:0;
p:(0.977051,0.30809),h:0,n:0,cr:0;
p:(0.992689,0.294521),h:0,n:0,cr:0;
p:(0.967665,0.312128),h:0,n:0,cr:0;
p:(0.955496,0.297989),h:0,n:0,cr:0;
p:(0.98831,0.343794),h:0,n:0,cr:0;
p:(0.984559,0.345723),h:0,n:0,cr:0;
p:(0.993604,0.351271),h:0,n:0,cr:0;
p:(0.979484,0.337955),h:0,n:0,cr:0;
p:(0.977546,0.347562),h:0,n:0,cr:0;
p:(0.968129,0.341722),h:0,n:0,cr:0;
p:(0.956716,0.343989),h:0,n:0,cr:0;
p:(0.994116,0.363377),h:0,n:0,cr:0;
p:(0.995629,0.378486),h:0,n:0,cr:0;
p:(0.890583,0.306521),h:0,n:0,cr:0;
p:(0.890756,0.309298),h:0,n:0,cr:0;
p:(0.884963,0.298652),h:0,n:0,cr:0;
p:(0.875082,0.301904),h:0,n:0,cr:0;
p:(0.87443,0.314897),h:0,n:0,cr:0;
p:(0.914833,0.27253),h:0,n:0,cr:0;
p:(0.904693,0.272766),h:0,n:0,cr:0;
p:(0.91615,0.299068),h:0,n:0,cr:0;
p:(0.935304,0.303024),h:0,n:0,cr:0;
p:(0.897998,0.326172),h:0,n:0,cr:0;
p:(0.90027,0.329916),h:0,n:0,cr:0;
p:(0.899362,0.32045),h:0,n:0,cr:0;
p:(0.891646,0.334784),h:0,n:0,cr:0;
p:(0.921274,0.337959),h:0,n:0,cr:0;
p:(0.911663,0.343064),h:0,n:0,cr:0;
p:(0.943277,0.339184),h:0,n:0,cr:0;
p:(0.945777,0.352534),h:0,n:0,cr:0;
p:(0.852886,0.302561),h:0,n:0,cr:0;
p:(0.85372,0.307134),h:0,n:0,cr:0;
p:(0.861756,0.296527),h:0,n:0,cr:0;
p:(0.86163,0.321168),h:0,n:0,cr:0;
p:(0.867069,0.329362),h:0,n:0,cr:0;
p:(0.846371,0.327514),h:0,n:0,cr:0;
p:(0.573794,0.375659),h:0,n:0,cr:0;
p:(0.567904,0.376683),h:0,n:0,cr:0;
p:(0.568172,0.384697),h:0,n:0,cr:0;
p:(0.560118,0.391407),h:0,n:0,cr:0;
p:(0.552944,0.372588),h:0,n:0,cr:0;
p:(0.549261,0.374776),h:0,n:0,cr:0;
p:(0.538835,0.365004),h:0,n:0,cr:0;
p:(0.565082,0.358698),h:0,n:0,cr:0;
p:(0.569068,0.364451),h:0,n:0,cr:0;
p:(0.567843,0.348265),h:0,n:0,cr:0;
p:(0.540629,0.406673),h:0,n:0,cr:0;
p:(0.538049,0.406937),h:0,n:0,cr:0;
p:(0.539527,0.409471),h:0,n:0,cr:0;
p:(0.543985,0.406687),h:0,n:0,cr:0;
p:(0.539539,0.400933),h:0,n:0,cr:0;
p:(0.540262,0.392917),h:0,n:0,cr:0;
p:(0.570795,0.407774),h:0,n:0,cr:0;
p:(0.56359,0.409295),h:0,n:0,cr:0;
p:(0.55577,0.409467),h:0,n:0,cr:0;
p:(0.594904,0.34702),h:0,n:0,cr:0;
p:(0.598161,0.351242),h:0,n:0,cr:0;
p:(0.596204,0.341506),h:0,n:0,cr:0;
p:(0.590833,0.338966),h:0,n:0,cr:0;
p:(0.602853,0.364843),h:0,n:0,cr:0;
p:(0.605352,0.366873),h:0,n:0,cr:0;
p:(0.517613,0.348891),h:0,n:0,cr:0;
p:(0.51842,0.360947),h:0,n:0,cr:0;
p:(0.529092,0.337087),h:0,n:0,cr:0;
p:(0.503871,0.358255),h:0,n:0,cr:0;
p:(0.500531,0.360295),h:0,n:0,cr:0;
p:(0.507434,0.366049),h:0,n:0,cr:0;
p:(0.521605,0.313434),h:0,n:0,cr:0;
p:(0.524615,0.315024),h:0,n:0,cr:0;
p:(0.514746,0.326839),h:0,n:0,cr:0;
p:(0.510198,0.336902),h:0,n:0,cr:0;
p:(0.545265,0.32812),h:0,n:0,cr:0;
p:(0.549998,0.328242),h:0,n:0,cr:0;
p:(0.539035,0.329683),h:0,n:0,cr:0;
p:(0.546711,0.335),h:0,n:0,cr:0;
p:(0.539594,0.31631),h:0,n:0,cr:0;
p:(0.55597,0.341936),h:0,n:0,cr:0;
p:(0.549673,0.346527),h:0,n:0,cr:0;
p:(0.566475,0.333448),h:0,n:0,cr:0;
p:(0.589447,0.305028),h:0,n:0,cr:0;
p:(0.595414,0.313178),h:0,n:0,cr:0;
p:(0.57871,0.292464),h:0,n:0,cr:0;
p:(0.606155,0.296094),h:0,n:0,cr:0;
p:(0.601784,0.29862),h:0,n:0,cr:0;
p:(0.58076,0.328708),h:0,n:0,cr:0;
p:(0.579457,0.330191),h:0,n:0,cr:0;
p:(0.581353,0.32268),h:0,n:0,cr:0;
p:(0.566563,0.318607),h:0,n:0,cr:0;
p:(0.568405,0.25992),h:0,n:0,cr:0;
p:(0.563332,0.261026),h:0,n:0,cr:0;
p:(0.570512,0.265697),h:0,n:0,cr:0;
p:(0.584245,0.262358),h:0,n:0,cr:0;
p:(0.562562,0.284848),h:0,n:0,cr:0;
p:(0.558474,0.286975),h:0,n:0,cr:0;
p:(0.567128,0.279538),h:0,n:0,cr:0;
p:(0.542573,0.292085),h:0,n:0,cr:0;
p:(0.595314,0.248418),h:0,n:0,cr:0;
p:(0.600621,0.248446),h:0,n:0,cr:0;
p:(0.611565,0.247006),h:0,n:0,cr:0;
p:(0.60279,0.230057),h:0,n:0,cr:0;
p:(0.615327,0.264286),h:0,n:0,cr:0;
p:(0.612004,0.269379),h:0,n:0,cr:0;
p:(0.625684,0.268978),h:0,n:0,cr:0;
p:(0.601442,0.263794),h:0,n:0,cr:0;
p:(0.510817,0.221829),h:0,n:0,cr:0;
p:(0.507838,0.223099),h:0,n:0,cr:0;
p:(0.50723,0.237482),h:0,n:0,cr:0;
p:(0.510417,0.244189),h:0,n:0,cr:0;
p:(0.537063,0.257976),h:0,n:0,cr:0;
p:(0.539054,0.259072),h:0,n:0,cr:0;
p:(0.522532,0.251615),h:0,n:0,cr:0;
p:(0.528976,0.272061),h:0,n:0,cr:0;
p:(0.508245,0.2709),h:0,n:0,cr:0;
p:(0.508497,0.26006),h:0,n:0,cr:0;
p:(0.499633,0.279833),h:0,n:0,cr:0;
p:(0.511743,0.28447),h:0,n:0,cr:0;
p:(0.522243,0.285615),h:0,n:0,cr:0;
p:(0.503515,0.295107),h:0,n:0,cr:0;
p:(0.486873,0.275885),h:0,n:0,cr:0;
p:(0.484703,0.285122),h:0,n:0,cr:0;
p:(0.463157,0.322191),h:0,n:0,cr:0;
p:(0.465044,0.324822),h:0,n:0,cr:0;
p:(0.459515,0.317522),h:0,n:0,cr:0;
p:(0.470876,0.316549),h:0,n:0,cr:0;
p:(0.448542,0.329874),h:0,n:0,cr:0;
p:(0.449646,0.332231),h:0,n:0,cr:0;
p:(0.442617,0.329748),h:0,n:0,cr:0;
p:(0.458883,0.305521),h:0,n:0,cr:0;
p:(0.452488,0.314404),h:0,n:0,cr:0;
p:(0.435525,0.300866),h:0,n:0,cr:0;
p:(0.436199,0.300456),h:0,n:0,cr:0;
p:(0.431195,0.306778),h:0,n:0,cr:0;
p:(0.442076,0.295947),h:0,n:0,cr:0;
p:(0.437522,0.282417),h:0,n:0,cr:0;
p:(0.437004,0.285874),h:0,n:0,cr:0;
p:(0.457132,0.281045),h:0,n:0,cr:0;
p:(0.469168,0.289969),h:0,n:0,cr:0;
p:(0.480339,0.30882),h:0,n:0,cr:0;
p:(0.481654,0.323171),h:0,n:0,cr:0;
p:(0.442326,0.363025),h:0,n:0,cr:0;
p:(0.448791,0.368701),h:0,n:0,cr:0;
p:(0.441421,0.354251),h:0,n:0,cr:0;
p:(0.430943,0.355305),h:0,n:0,cr:0;
p:(0.455896,0.358359),h:0,n:0,cr:0;
p:(0.464497,0.359778),h:0,n:0,cr:0;
p:(0.467353,0.342462),h:0,n:0,cr:0;
p:(0.460713,0.344224),h:0,n:0,cr:0;
p:(0.476404,0.358425),h:0,n:0,cr:0;
p:(0.477481,0.361468),h:0,n:0,cr:0;
p:(0.332491,0.841223),h:0,n:0,cr:0;
p:(0.329365,0.843237),h:0,n:0,cr:0;
p:(0.339171,0.851789),h:0,n:0,cr:0;
p:(0.337609,0.829087),h:0,n:0,cr:0;
p:(0.327417,0.830185),h:0,n:0,cr:0;
p:(0.351615,0.853554),h:0,n:0,cr:0;
p:(0.361449,0.854717),h:0,n:0,cr:0;
p:(0.345523,0.861606),h:0,n:0,cr:0;
p:(0.349799,0.863457),h:0,n:0,cr:0;
p:(0.318998,0.863144),h:0,n:0,cr:0;
p:(0.318491,0.867929),h:0,n:0,cr:0;
p:(0.325619,0.871201),h:0,n:0,cr:0;
p:(0.312833,0.887563),h:0,n:0,cr:0;
p:(0.360074,0.886524),h:0,n:0,cr:0;
p:(0.368081,0.89391),h:0,n:0,cr:0;
p:(0.344071,0.887185),h:0,n:0,cr:0;
p:(0.376289,0.871891),h:0,n:0,cr:0;
p:(0.36921,0.875286),h:0,n:0,cr:0;
p:(0.360591,0.82797),h:0,n:0,cr:0;
p:(0.361236,0.830461),h:0,n:0,cr:0;
p:(0.364627,0.827833),h:0,n:0,cr:0;
p:(0.370744,0.810479),h:0,n:0,cr:0;
p:(0.395751,0.822965),h:0,n:0,cr:0;
p:(0.389915,0.824759),h:0,n:0,cr:0;
p:(0.386407,0.842466),h:0,n:0,cr:0;
p:(0.410043,0.84658),h:0,n:0,cr:0;
p:(0.399624,0.854362),h:0,n:0,cr:0;
p:(0.429715,0.852661),h:0,n:0,cr:0;
p:(0.435461,0.854552),h:0,n:0,cr:0;
p:(0.384485,0.906136),h:0,n:0,cr:0;
p:(0.37355,0.908937),h:0,n:0,cr:0;
p:(0.447154,0.869393),h:0,n:0,cr:0;
p:(0.442012,0.870082),h:0,n:0,cr:0;
p:(0.444455,0.864606),h:0,n:0,cr:0;
p:(0.45221,0.882059),h:0,n:0,cr:0;
p:(0.433529,0.875902),h:0,n:0,cr:0;
p:(0.43209,0.884487),h:0,n:0,cr:0;
p:(0.457982,0.854541),h:0,n:0,cr:0;
p:(0.449918,0.857233),h:0,n:0,cr:0;
p:(0.464894,0.888934),h:0,n:0,cr:0;
p:(0.469943,0.894072),h:0,n:0,cr:0;
p:(0.464986,0.872089),h:0,n:0,cr:0;
p:(0.47433,0.90393),h:0,n:0,cr:0;
p:(0.468593,0.906454),h:0,n:0,cr:0;
p:(0.398351,0.8677),h:0,n:0,cr:0;
p:(0.388823,0.871488),h:0,n:0,cr:0;
p:(0.401931,0.881747),h:0,n:0,cr:0;
p:(0.414578,0.873365),h:0,n:0,cr:0;
p:(0.418722,0.88192),h:0,n:0,cr:0;
p:(0.413412,0.89267),h:0,n:0,cr:0;
p:(0.415797,0.898584),h:0,n:0,cr:0;
p:(0.404469,0.903442),h:0,n:0,cr:0;
p:(0.431799,0.897476),h:0,n:0,cr:0;
p:(0.44848,0.90757),h:0,n:0,cr:0;
p:(0.456225,0.912395),h:0,n:0,cr:0;
p:(0.453027,0.927153),h:0,n:0,cr:0;
p:(0.444356,0.940202),h:0,n:0,cr:0;
p:(0.410735,0.776781),h:0,n:0,cr:0;
p:(0.41249,0.780259),h:0,n:0,cr:0;
p:(0.410536,0.783639),h:0,n:0,cr:0;
p:(0.414434,0.77032),h:0,n:0,cr:0;
p:(0.399237,0.772817),h:0,n:0,cr:0;
p:(0.394369,0.778925),h:0,n:0,cr:0;
p:(0.392148,0.757511),h:0,n:0,cr:0;
p:(0.395065,0.763253),h:0,n:0,cr:0;
p:(0.392433,0.744992),h:0,n:0,cr:0;
p:(0.371052,0.76909),h:0,n:0,cr:0;
p:(0.36744,0.777836),h:0,n:0,cr:0;
p:(0.378557,0.759961),h:0,n:0,cr:0;
p:(0.421817,0.731618),h:0,n:0,cr:0;
p:(0.415152,0.735085),h:0,n:0,cr:0;
p:(0.427651,0.736879),h:0,n:0,cr:0;
p:(0.423809,0.716683),h:0,n:0,cr:0;
p:(0.40829,0.724405),h:0,n:0,cr:0;
p:(0.402041,0.725061),h:0,n:0,cr:0;
p:(0.410586,0.752102),h:0,n:0,cr:0;
p:(0.364886,0.726091),h:0,n:0,cr:0;
p:(0.371037,0.728168),h:0,n:0,cr:0;
p:(0.359709,0.714537),h:0,n:0,cr:0;
p:(0.369673,0.739941),h:0,n:0,cr:0;
p:(0.360995,0.751265),h:0,n:0,cr:0;
p:(0.369404,0.694894),h:0,n:0,cr:0;
p:(0.361022,0.698347),h:0,n:0,cr:0;
p:(0.374173,0.705189),h:0,n:0,cr:0;
p:(0.376884,0.710648),h:0,n:0,cr:0;
p:(0.346195,0.714947),h:0,n:0,cr:0;
p:(0.44947,0.790514),h:0,n:0,cr:0;
p:(0.450807,0.791185),h:0,n:0,cr:0;
p:(0.444172,0.792),h:0,n:0,cr:0;
p:(0.438803,0.784312),h:0,n:0,cr:0;
p:(0.456888,0.802485),h:0,n:0,cr:0;
p:(0.456482,0.80349),h:0,n:0,cr:0;
p:(0.451115,0.807531),h:0,n:0,cr:0;
p:(0.46253,0.781637),h:0,n:0,cr:0;
p:(0.42339,0.78628),h:0,n:0,cr:0;
p:(0.427508,0.78735),h:0,n:0,cr:0;
p:(0.419501,0.788933),h:0,n:0,cr:0;
p:(0.412898,0.804028),h:0,n:0,cr:0;
p:(0.407494,0.810379),h:0,n:0,cr:0;
p:(0.395725,0.790564),h:0,n:0,cr:0;
p:(0.424677,0.824986),h:0,n:0,cr:0;
p:(0.434157,0.82749),h:0,n:0,cr:0;
p:(0.113493,0.633896),h:0,n:0,cr:0;
p:(0.112481,0.640011),h:0,n:0,cr:0;
p:(0.103639,0.640153),h:0,n:0,cr:0;
p:(0.108968,0.658379),h:0,n:0,cr:0;
p:(0.110139,0.668773),h:0,n:0,cr:0;
p:(0.0939101,0.677026),h:0,n:0,cr:0;
p:(0.103787,0.679828),h:0,n:0,cr:0;
p:(0.0836613,0.670969),h:0,n:0,cr:0;
p:(0.0865916,0.651961),h:0,n:0,cr:0;
p:(0.0893656,0.652328),h:0,n:0,cr:0;
p:(0.0868521,0.644589),h:0,n:0,cr:0;
p:(0.0876818,0.647096),h:0,n:0,cr:0;
p:(0.129165,0.64816),h:0,n:0,cr:0;
p:(0.133599,0.65915),h:0,n:0,cr:0;
p:(0.145048,0.655998),h:0,n:0,cr:0;
p:(0.147729,0.691027),h:0,n:0,cr:0;
p:(0.146346,0.695793),h:0,n:0,cr:0;
p:(0.159568,0.696109),h:0,n:0,cr:0;
p:(0.136483,0.679708),h:0,n:0,cr:0;
p:(0.164557,0.682365),h:0,n:0,cr:0;
p:(0.116556,0.693056),h:0,n:0,cr:0;
p:(0.190107,0.624524),h:0,n:0,cr:0;
p:(0.194601,0.625917),h:0,n:0,cr:0;
p:(0.18828,0.630724),h:0,n:0,cr:0;
p:(0.184723,0.632112),h:0,n:0,cr:0;
