p:(0.460652,0.471639),h:3,n:3,cr:0.744007;
p:(0.58364,0.624493),h:0,n:0,cr:0;
p:(0.605596,0.637112),h:0,n:0,cr:0;
p:(0.614801,0.611356),h:0,n:0,cr:0;
p:(0.642996,0.674646),h:0,n:0,cr:0;
p:(0.610709,0.634318),h:0,n:0,cr:0;
p:(0.626311,0.626694),h:0,n:0,cr:0;
p:(0.622459,0.654105),h:0,n:0,cr:0;
p:(0.612974,0.616062),h:0,n:0,cr:0;
p:(0.647224,0.646601),h:0,n:0,cr:0;
p:(0.611529,0.673415),h:0,n:0,cr:0;
p:(0.658163,0.648426),h:0,n:0,cr:0;
p:(0.557724,0.626229),h:0,n:0,cr:0;
p:(0.596977,0.618976),h:0,n:0,cr:0;
p:(0.629044,0.695367),h:0,n:0,cr:0;
p:(0.558185,0.654549),h:0,n:0,cr:0;
p:(0.594996,0.639467),h:0,n:0,cr:0;
p:(0.608719,0.631035),h:0,n:0,cr:0;
p:(0.548781,0.636362),h:0,n:0,cr:0;
p:(0.656783,0.638638),h:0,n:0,cr:0;
p:(0.617913,0.620157),h:0,n:0,cr:0;
p:(0.648288,0.639572),h:0,n:0,cr:0;
p:(0.592899,0.621751),h:0,n:0,cr:0;
p:(0.603276,0.678597),h:0,n:0,cr:0;
p:(0.576472,0.634601),h:0,n:0,cr:0;
p:(0.588329,0.637976),h:0,n:0,cr:0;
p:(0.594839,0.617241),h:0,n:0,cr:0;
p:(0.647684,0.647122),h:0,n:0,cr:0;
p:(0.640879,0.65674),h:0,n:0,cr:0;
p:(0.604499,0.613473),h:0,n:0,cr:0;
p:(0.64472,0.622672),h:0,n:0,cr:0;
p:(0.598608,0.635224),h:0,n:0,cr:0;
p:(0.599099,0.665544),h:0,n:0,cr:0;
p:(0.573722,0.65341),h:0,n:0,cr:0;
p:(0.61189,0.662726),h:0,n:0,cr:0;
p:(0.578761,0.646059),h:0,n:0,cr:0;
p:(0.574836,0.623429),h:0,n:0,cr:0;
p:(0.356383,0.99797),h:0,n:0,cr:0;
p:(0.386669,0.956111),h:0,n:0,cr:0;
p:(0.427702,0.984202),h:0,n:0,cr:0;
p:(0.355508,0.98198),h:0,n:0,cr:0;
p:(0.351557,0.962112),h:0,n:0,cr:0;
p:(0.423209,0.986235),h:0,n:0,cr:0;
p:(0.336692,0.992843),h:0,n:0,cr:0;
p:(0.385526,0.998412),h:0,n:0,cr:0;
p:(0.387577,0.956055),h:0,n:0,cr:0;
p:(0.351167,0.962881),h:0,n:0,cr:0;
p:(0.340887,0.965743),h:0,n:0,cr:0;
p:(0.355285,0.949625),h:0,n:0,cr:0;
p:(0.352921,0.985012),h:0,n:0,cr:0;
p:(0.366724,0.940745),h:0,n:0,cr:0;
p:(0.414486,0.973881),h:0,n:0,cr:0;
p:(0.390386,0.992195),h:0,n:0,cr:0;
p:(0.43907,0.997591),h:0,n:0,cr:0;
p:(0.352635,0.934838),h:0,n:0,cr:0;
p:(0.393042,0.972051),h:0,n:0,cr:0;
p:(0.330886,0.998684),h:0,n:0,cr:0;
p:(0.362266,0.994475),h:0,n:0,cr:0;
p:(0.354976,0.952201),h:0,n:0,cr:0;
p:(0.360403,0.960637),h:0,n:0,cr:0;
p:(0.366987,0.940758),h:0,n:0,cr:0;
p:(0.429285,0.985348),h:0,n:0,cr:0;
p:(0.397917,0.977145),h:0,n:0,cr:0;
p:(0.355001,0.951194),h:0,n:0,cr:0;
p:(0.349836,0.945247),h:0,n:0,cr:0;
p:(0.394489,0.981228),h:0,n:0,cr:0;
p:(0.378773,0.964108),h:0,n:0,cr:0;
p:(0.366339,0.991583),h:0,n:0,cr:0;
p:(0.390092,0.976501),h:0,n:0,cr:0;
p:(0.418145,0.979844),h:0,n:0,cr:0;
p:(0.340052,0.982283),h:0,n:0,cr:0;
p:(0.375305,0.977474),h:0,n:0,cr:0;
p:(0.359926,0.998141),h:0,n:0,cr:0;
p:(0.304295,0.992228),h:0,n:0,cr:0;
p:(0.297288,0.904932),h:0,n:0,cr:0;
p:(0.324807,0.931895),h:0,n:0,cr:0;
p:(0.312343,0.943222),h:0,n:0,cr:0;
p:(0.327626,0.985946),h:0,n:0,cr:0;
p:(0.316653,0.931014),h:0,n:0,cr:0;
p:(0.332182,0.962637),h:0,n:0,cr:0;
p:(0.27619,0.974865),h:0,n:0,cr:0;
p:(0.299775,0.95185),h:0,n:0,cr:0;
p:(0.327283,0.9995),h:0,n:0,cr:0;
p:(0.311141,0.911033),h:0,n:0,cr:0;
p:(0.325859,0.950959),h:0,n:0,cr:0;
p:(0.308776,0.995223),h:0,n:0,cr:0;
p:(0.287895,0.966503),h:0,n:0,cr:0;
p:(0.285946,0.968185),h:0,n:0,cr:0;
p:(0.317,0.972754),h:0,n:0,cr:0;
p:(0.286372,0.944336),h:0,n:0,cr:0;
p:(0.319234,0.932321),h:0,n:0,cr:0;
p:(0.280315,0.997398),h:0,n:0,cr:0;
p:(0.281687,0.983336),h:0,n:0,cr:0;
p:(0.313174,0.994199),h:0,n:0,cr:0;
p:(0.323499,0.979947),h:0,n:0,cr:0;
p:(0.309157,0.983765),h:0,n:0,cr:0;
p:(0.291603,0.992888),h:0,n:0,cr:0;
p:(0.324497,0.925389),h:0,n:0,cr:0;
p:(0.299062,0.907877),h:0,n:0,cr:0;
p:(0.29141,0.925107),h:0,n:0,cr:0;
p:(0.342214,0.942913),h:0,n:0,cr:0;
p:(0.29197,0.932077),h:0,n:0,cr:0;
p:(0.299519,0.938447),h:0,n:0,cr:0;
p:(0.282025,0.930123),h:0,n:0,cr:0;
p:(0.286559,0.951199),h:0,n:0,cr:0;
p:(0.290159,0.920642),h:0,n:0,cr:0;
p:(0.298612,0.991526),h:0,n:0,cr:0;
p:(0.305043,0.968406),h:0,n:0,cr:0;
p:(0.328562,0.953532),h:0,n:0,cr:0;
p:(0.299342,0.954456),h:0,n:0,cr:0;
p:(0.312503,0.909574),h:0,n:0,cr:0;
p:(0.335334,0.926177),h:0,n:0,cr:0;
p:(0.618925,0.596196),h:0,n:0,cr:0;
p:(0.700301,0.567831),h:0,n:0,cr:0;
p:(0.640766,0.59728),h:0,n:0,cr:0;
p:(0.64652,0.592692),h:0,n:0,cr:0;
p:(0.676554,0.596341),h:0,n:0,cr:0;
p:(0.711355,0.611241),h:0,n:0,cr:0;
p:(0.668326,0.528885),h:0,n:0,cr:0;
p:(0.614968,0.607427),h:0,n:0,cr:0;
p:(0.674129,0.572735),h:0,n:0,cr:0;
p:(0.66288,0.607122),h:0,n:0,cr:0;
p:(0.669177,0.616163),h:0,n:0,cr:0;
p:(0.664438,0.51986),h:0,n:0,cr:0;
p:(0.670987,0.567269),h:0,n:0,cr:0;
p:(0.690917,0.557619),h:0,n:0,cr:0;
p:(0.699265,0.571639),h:0,n:0,cr:0;
p:(0.671135,0.576724),h:0,n:0,cr:0;
p:(0.62884,0.58523),h:0,n:0,cr:0;
p:(0.652768,0.577898),h:0,n:0,cr:0;
p:(0.619621,0.60851),h:0,n:0,cr:0;
p:(0.675915,0.515819),h:0,n:0,cr:0;
p:(0.646386,0.551747),h:0,n:0,cr:0;
p:(0.683988,0.594293),h:0,n:0,cr:0;
p:(0.644944,0.598011),h:0,n:0,cr:0;
p:(0.678259,0.539406),h:0,n:0,cr:0;
p:(0.68045,0.582992),h:0,n:0,cr:0;
p:(0.699773,0.624795),h:0,n:0,cr:0;
p:(0.687398,0.608368),h:0,n:0,cr:0;
p:(0.684042,0.606573),h:0,n:0,cr:0;
p:(0.676982,0.581526),h:0,n:0,cr:0;
p:(0.677214,0.564951),h:0,n:0,cr:0;
p:(0.635088,0.592793),h:0,n:0,cr:0;
p:(0.699824,0.563184),h:0,n:0,cr:0;
p:(0.672172,0.615822),h:0,n:0,cr:0;
p:(0.672429,0.527264),h:0,n:0,cr:0;
p:(0.631031,0.572985),h:0,n:0,cr:0;
p:(0.675024,0.568749),h:0,n:0,cr:0;
p:(0.67542,0.616914),h:0,n:0,cr:0;
p:(0.648121,0.560009),h:0,n:0,cr:0;
p:(0.626394,0.601716),h:0,n:0,cr:0;
p:(0.704082,0.621868),h:0,n:0,cr:0;
p:(0.680257,0.552088),h:0,n:0,cr:0;
p:(0.660001,0.621615),h:0,n:0,cr:0;
p:(0.625248,0.610866),h:0,n:0,cr:0;
p:(0.684082,0.610905),h:0,n:0,cr:0;
p:(0.691216,0.550392),h:0,n:0,cr:0;
p:(0.650464,0.535848),h:0,n:0,cr:0;
p:(0.696045,0.564373),h:0,n:0,cr:0;
p:(0.655334,0.54818),h:0,n:0,cr:0;
p:(0.690763,0.560826),h:0,n:0,cr:0;
p:(0.687242,0.592961),h:0,n:0,cr:0;
p:(0.654337,0.54581),h:0,n:0,cr:0;
p:(0.671498,0.528229),h:0,n:0,cr:0;
p:(0.665981,0.532198),h:0,n:0,cr:0;
p:(0.632402,0.564218),h:0,n:0,cr:0;
p:(0.698179,0.568864),h:0,n:0,cr:0;
p:(0.686958,0.544983),h:0,n:0,cr:0;
p:(0.6992,0.56907),h:0,n:0,cr:0;
p:(0.696425,0.586994),h:0,n:0,cr:0;
p:(0.708816,0.632214),h:0,n:0,cr:0;
p:(0.641081,0.431953),h:0,n:0,cr:0;
p:(0.66688,0.497259),h:0,n:0,cr:0;
p:(0.675476,0.48295),h:0,n:0,cr:0;
p:(0.637656,0.452122),h:0,n:0,cr:0;
p:(0.637806,0.432873),h:0,n:0,cr:0;
p:(0.647548,0.478869),h:0,n:0,cr:0;
p:(0.668224,0.487639),h:0,n:0,cr:0;
p:(0.648167,0.489597),h:0,n:0,cr:0;
p:(0.672782,0.508861),h:0,n:0,cr:0;
p:(0.626573,0.469413),h:0,n:0,cr:0;
p:(0.640542,0.414467),h:0,n:0,cr:0;
p:(0.623601,0.450057),h:0,n:0,cr:0;
p:(0.635366,0.475989),h:0,n:0,cr:0;
p:(0.626413,0.441471),h:0,n:0,cr:0;
p:(0.657798,0.446392),h:0,n:0,cr:0;
p:(0.665754,0.496051),h:0,n:0,cr:0;
p:(0.666037,0.46485),h:0,n:0,cr:0;
p:(0.636616,0.489495),h:0,n:0,cr:0;
p:(0.649875,0.453378),h:0,n:0,cr:0;
p:(0.649079,0.48351),h:0,n:0,cr:0;
p:(0.673976,0.445936),h:0,n:0,cr:0;
p:(0.658612,0.486577),h:0,n:0,cr:0;
p:(0.672966,0.502312),h:0,n:0,cr:0;
p:(0.618643,0.48007),h:0,n:0,cr:0;
p:(0.678672,0.453981),h:0,n:0,cr:0;
p:(0.677069,0.453176),h:0,n:0,cr:0;
p:(0.63874,0.456153),h:0,n:0,cr:0;
p:(0.683484,0.467529),h:0,n:0,cr:0;
p:(0.656826,0.473334),h:0,n:0,cr:0;
p:(0.625258,0.487202),h:0,n:0,cr:0;
p:(0.672579,0.511914),h:0,n:0,cr:0;
p:(0.626166,0.457415),h:0,n:0,cr:0;
p:(0.653041,0.455015),h:0,n:0,cr:0;
p:(0.640534,0.450862),h:0,n:0,cr:0;
p:(0.680823,0.478518),h:0,n:0,cr:0;
p:(0.670771,0.501176),h:0,n:0,cr:0;
p:(0.639594,0.498148),h:0,n:0,cr:0;
p:(0.65114,0.449651),h:0,n:0,cr:0;
p:(0.615525,0.476707),h:0,n:0,cr:0;
p:(0.646114,0.460337),h:0,n:0,cr:0;
p:(0.681689,0.453154),h:0,n:0,cr:0;
p:(0.62452,0.417962),h:0,n:0,cr:0;
p:(0.618252,0.476391),h:0,n:0,cr:0;
p:(0.646223,0.475932),h:0,n:0,cr:0;
p:(0.518515,0.400709),h:0,n:0,cr:0;
p:(0.514352,0.426412),h:0,n:0,cr:0;
p:(0.475164,0.384509),h:0,n:0,cr:0;
p:(0.517391,0.378799),h:0,n:0,cr:0;
p:(0.526827,0.395316),h:0,n:0,cr:0;
p:(0.497847,0.438924),h:0,n:0,cr:0;
p:(0.479455,0.390289),h:0,n:0,cr:0;
p:(0.490891,0.431407),h:0,n:0,cr:0;
p:(0.479315,0.407959),h:0,n:0,cr:0;
p:(0.486095,0.384199),h:0,n:0,cr:0;
p:(0.459726,0.414018),h:0,n:0,cr:0;
p:(0.52631,0.415707),h:0,n:0,cr:0;
p:(0.519454,0.426709),h:0,n:0,cr:0;
p:(0.524456,0.384062),h:0,n:0,cr:0;
p:(0.468799,0.403615),h:0,n:0,cr:0;
p:(0.460125,0.414874),h:0,n:0,cr:0;
p:(0.476075,0.395883),h:0,n:0,cr:0;
p:(0.520186,0.432712),h:0,n:0,cr:0;
p:(0.463518,0.416875),h:0,n:0,cr:0;
p:(0.502107,0.411376),h:0,n:0,cr:0;
p:(0.505694,0.410981),h:0,n:0,cr:0;
p:(0.500048,0.413966),h:0,n:0,cr:0;
p:(0.479759,0.368008),h:0,n:0,cr:0;
p:(0.496095,0.380752),h:0,n:0,cr:0;
p:(0.529876,0.390148),h:0,n:0,cr:0;
p:(0.510336,0.40936),h:0,n:0,cr:0;
p:(0.512097,0.429477),h:0,n:0,cr:0;
p:(0.499395,0.373267),h:0,n:0,cr:0;
p:(0.523363,0.406898),h:0,n:0,cr:0;
p:(0.500941,0.390269),h:0,n:0,cr:0;
p:(0.481932,0.406429),h:0,n:0,cr:0;
p:(0.539738,0.385011),h:0,n:0,cr:0;
p:(0.46995,0.385431),h:0,n:0,cr:0;
p:(0.480586,0.426871),h:0,n:0,cr:0;
p:(0.466477,0.42985),h:0,n:0,cr:0;
p:(0.52972,0.394306),h:0,n:0,cr:0;
p:(0.510767,0.400067),h:0,n:0,cr:0;
p:(0.470168,0.42992),h:0,n:0,cr:0;
p:(0.486247,0.394396),h:0,n:0,cr:0;
p:(0.474917,0.379154),h:0,n:0,cr:0;
p:(0.833243,0.233892),h:0,n:0,cr:0;
p:(0.873097,0.254906),h:0,n:0,cr:0;
p:(0.851204,0.284354),h:0,n:0,cr:0;
p:(0.859329,0.291378),h:0,n:0,cr:0;
p:(0.835348,0.273731),h:0,n:0,cr:0;
p:(0.847705,0.264745),h:0,n:0,cr:0;
p:(0.819437,0.257423),h:0,n:0,cr:0;
p:(0.804975,0.234686),h:0,n:0,cr:0;
p:(0.860237,0.239309),h:0,n:0,cr:0;
p:(0.834212,0.239732),h:0,n:0,cr:0;
p:(0.79929,0.22218),h:0,n:0,cr:0;
p:(0.83426,0.274258),h:0,n:0,cr:0;
p:(0.828048,0.228644),h:0,n:0,cr:0;
p:(0.858682,0.23268),h:0,n:0,cr:0;
p:(0.855825,0.301707),h:0,n:0,cr:0;
p:(0.811564,0.261442),h:0,n:0,cr:0;
p:(0.837745,0.250624),h:0,n:0,cr:0;
p:(0.859685,0.259002),h:0,n:0,cr:0;
p:(0.85809,0.298903),h:0,n:0,cr:0;
p:(0.821938,0.231166),h:0,n:0,cr:0;
p:(0.820356,0.261579),h:0,n:0,cr:0;
p:(0.851692,0.240938),h:0,n:0,cr:0;
p:(0.83985,0.248455),h:0,n:0,cr:0;
p:(0.846796,0.264518),h:0,n:0,cr:0;
p:(0.864447,0.235939),h:0,n:0,cr:0;
p:(0.831795,0.259197),h:0,n:0,cr:0;
p:(0.803662,0.213982),h:0,n:0,cr:0;
p:(0.80913,0.256051),h:0,n:0,cr:0;
p:(0.871168,0.246221),h:0,n:0,cr:0;
p:(0.864028,0.232806),h:0,n:0,cr:0;
p:(0.799561,0.233824),h:0,n:0,cr:0;
p:(0.789505,0.237926),h:0,n:0,cr:0;
p:(0.862449,0.240944),h:0,n:0,cr:0;
p:(0.818165,0.241573),h:0,n:0,cr:0;
p:(0.852017,0.228372),h:0,n:0,cr:0;
p:(0.806507,0.22661),h:0,n:0,cr:0;
p:(0.853207,0.252639),h:0,n:0,cr:0;
p:(0.845007,0.287635),h:0,n:0,cr:0;
p:(0.820798,0.260595),h:0,n:0,cr:0;
p:(0.809173,0.250865),h:0,n:0,cr:0;
p:(0.856514,0.248456),h:0,n:0,cr:0;
p:(0.864751,0.23398),h:0,n:0,cr:0;
p:(0.829201,0.330337),h:0,n:0,cr:0;
p:(0.786002,0.307458),h:0,n:0,cr:0;
p:(0.775767,0.288379),h:0,n:0,cr:0;
p:(0.826769,0.290829),h:0,n:0,cr:0;
p:(0.801024,0.291057),h:0,n:0,cr:0;
p:(0.816651,0.281711),h:0,n:0,cr:0;
p:(0.769862,0.313885),h:0,n:0,cr:0;
p:(0.830764,0.32263),h:0,n:0,cr:0;
p:(0.806438,0.287504),h:0,n:0,cr:0;
p:(0.788148,0.282911),h:0,n:0,cr:0;
p:(0.792689,0.311823),h:0,n:0,cr:0;
p:(0.798198,0.286077),h:0,n:0,cr:0;
p:(0.776479,0.315445),h:0,n:0,cr:0;
p:(0.783851,0.24696),h:0,n:0,cr:0;
p:(0.826878,0.324014),h:0,n:0,cr:0;
p:(0.802515,0.294094),h:0,n:0,cr:0;
p:(0.812673,0.299405),h:0,n:0,cr:0;
p:(0.799866,0.304447),h:0,n:0,cr:0;
p:(0.765041,0.317082),h:0,n:0,cr:0;
p:(0.77342,0.28351),h:0,n:0,cr:0;
p:(0.791098,0.289086),h:0,n:0,cr:0;
p:(0.790891,0.25032),h:0,n:0,cr:0;
p:(0.78654,0.272374),h:0,n:0,cr:0;
p:(0.791492,0.278563),h:0,n:0,cr:0;
p:(0.834584,0.317039),h:0,n:0,cr:0;
p:(0.828169,0.311025),h:0,n:0,cr:0;
p:(0.824228,0.324444),h:0,n:0,cr:0;
p:(0.839915,0.300404),h:0,n:0,cr:0;
p:(0.827308,0.318956),h:0,n:0,cr:0;
p:(0.853877,0.314033),h:0,n:0,cr:0;
p:(0.777249,0.320805),h:0,n:0,cr:0;
p:(0.798002,0.32608),h:0,n:0,cr:0;
p:(0.819122,0.32125),h:0,n:0,cr:0;
p:(0.808705,0.314391),h:0,n:0,cr:0;
p:(0.844311,0.299803),h:0,n:0,cr:0;
p:(0.811639,0.317615),h:0,n:0,cr:0;
p:(0.81732,0.320737),h:0,n:0,cr:0;
p:(0.780494,0.3022),h:0,n:0,cr:0;
p:(0.76587,0.299598),h:0,n:0,cr:0;
p:(0.904782,0.257585),h:0,n:0,cr:0;
p:(0.904187,0.31294),h:0,n:0,cr:0;
p:(0.872028,0.285149),h:0,n:0,cr:0;
p:(0.89042,0.312491),h:0,n:0,cr:0;
p:(0.906508,0.279178),h:0,n:0,cr:0;
p:(0.908109,0.252535),h:0,n:0,cr:0;
p:(0.881611,0.299007),h:0,n:0,cr:0;
p:(0.898882,0.297956),h:0,n:0,cr:0;
p:(0.886749,0.281401),h:0,n:0,cr:0;
p:(0.898617,0.260918),h:0,n:0,cr:0;
p:(0.858895,0.316802),h:0,n:0,cr:0;
p:(0.889262,0.264676),h:0,n:0,cr:0;
p:(0.892421,0.324961),h:0,n:0,cr:0;
p:(0.914021,0.282733),h:0,n:0,cr:0;
p:(0.863042,0.320226),h:0,n:0,cr:0;
p:(0.903061,0.30209),h:0,n:0,cr:0;
p:(0.901289,0.293212),h:0,n:0,cr:0;
p:(0.886816,0.27485),h:0,n:0,cr:0;
p:(0.879153,0.294854),h:0,n:0,cr:0;
p:(0.868503,0.304735),h:0,n:0,cr:0;
p:(0.8773,0.323467),h:0,n:0,cr:0;
p:(0.900215,0.294086),h:0,n:0,cr:0;
p:(0.864275,0.299494),h:0,n:0,cr:0;
p:(0.862315,0.313321),h:0,n:0,cr:0;
p:(0.865697,0.291371),h:0,n:0,cr:0;
p:(0.874172,0.298133),h:0,n:0,cr:0;
p:(0.89996,0.282279),h:0,n:0,cr:0;
p:(0.866565,0.295404),h:0,n:0,cr:0;
p:(0.900163,0.27193),h:0,n:0,cr:0;
p:(0.895232,0.272085),h:0,n:0,cr:0;
p:(0.890247,0.271907),h:0,n:0,cr:0;
p:(0.869529,0.311266),h:0,n:0,cr:0;
p:(0.873132,0.297118),h:0,n:0,cr:0;
p:(0.890968,0.257209),h:0,n:0,cr:0;
p:(0.894688,0.305778),h:0,n:0,cr:0;
p:(0.912979,0.280025),h:0,n:0,cr:0;
p:(0.848406,0.32885),h:0,n:0,cr:0;
p:(0.901359,0.274687),h:0,n:0,cr:0;
p:(0.868442,0.329757),h:0,n:0,cr:0;
p:(0.880168,0.26307),h:0,n:0,cr:0;
p:(0.897667,0.253462),h:0,n:0,cr:0;
p:(0.876236,0.302851),h:0,n:0,cr:0;
p:(0.881163,0.315205),h:0,n:0,cr:0;
p:(0.907242,0.301358),h:0,n:0,cr:0;
p:(0.89884,0.307827),h:0,n:0,cr:0;
p:(0.865449,0.323927),h:0,n:0,cr:0;
p:(0.719269,0.113281),h:0,n:0,cr:0;
p:(0.760862,0.0966814),h:0,n:0,cr:0;
p:(0.772706,0.0520103),h:0,n:0,cr:0;
p:(0.737611,0.110183),h:0,n:0,cr:0;
p:(0.726557,0.0597998),h:0,n:0,cr:0;
p:(0.714766,0.0784585),h:0,n:0,cr:0;
p:(0.721797,0.0858521),h:0,n:0,cr:0;
p:(0.733178,0.108823),h:0,n:0,cr:0;
p:(0.72981,0.120201),h:0,n:0,cr:0;
p:(0.765645,0.112998),h:0,n:0,cr:0;
p:(0.744599,0.0976298),h:0,n:0,cr:0;
p:(0.717102,0.10435),h:0,n:0,cr:0;
p:(0.716706,0.0705368),h:0,n:0,cr:0;
p:(0.76138,0.106969),h:0,n:0,cr:0;
p:(0.750923,0.156147),h:0,n:0,cr:0;
p:(0.756317,0.137118),h:0,n:0,cr:0;
p:(0.741239,0.0751938),h:0,n:0,cr:0;
p:(0.738743,0.122545),h:0,n:0,cr:0;
p:(0.748606,0.139357),h:0,n:0,cr:0;
p:(0.765298,0.0935307),h:0,n:0,cr:0;
p:(0.758925,0.0911701),h:0,n:0,cr:0;
p:(0.749243,0.120372),h:0,n:0,cr:0;
p:(0.771557,0.0554283),h:0,n:0,cr:0;
p:(0.762017,0.0605329),h:0,n:0,cr:0;
p:(0.746773,0.116679),h:0,n:0,cr:0;
p:(0.726253,0.113294),h:0,n:0,cr:0;
p:(0.744042,0.0911424),h:0,n:0,cr:0;
p:(0.725881,0.0941735),h:0,n:0,cr:0;
p:(0.765936,0.0571434),h:0,n:0,cr:0;
p:(0.704648,0.0754911),h:0,n:0,cr:0;
p:(0.741898,0.159643),h:0,n:0,cr:0;
p:(0.729205,0.110081),h:0,n:0,cr:0;
p:(0.703447,0.0662498),h:0,n:0,cr:0;
p:(0.701152,0.0758222),h:0,n:0,cr:0;
p:(0.767217,0.110898),h:0,n:0,cr:0;
p:(0.7455,0.156405),h:0,n:0,cr:0;
p:(0.70835,0.098317),h:0,n:0,cr:0;
p:(0.752748,0.142047),h:0,n:0,cr:0;
p:(0.715004,0.106464),h:0,n:0,cr:0;
p:(0.73601,0.0961664),h:0,n:0,cr:0;
p:(0.777505,0.00698012),h:0,n:0,cr:0;
p:(0.671841,0.0294762),h:0,n:0,cr:0;
p:(0.773301,0.0284525),h:0,n:0,cr:0;
p:(0.748678,0.0364959),h:0,n:0,cr:0;
p:(0.728296,0.0465127),h:0,n:0,cr:0;
p:(0.736901,0.00220922),h:0,n:0,cr:0;
p:(0.735147,0.0290106),h:0,n:0,cr:0;
p:(0.684893,0.0513816),h:0,n:0,cr:0;
p:(0.750232,0.0521674),h:0,n:0,cr:0;
p:(0.732568,0.0376578),h:0,n:0,cr:0;
p:(0.675659,0.0196445),h:0,n:0,cr:0;
p:(0.741229,0.0295571),h:0,n:0,cr:0;
p:(0.705347,0.0544375),h:0,n:0,cr:0;
p:(0.776254,0.048004),h:0,n:0,cr:0;
p:(0.703096,0.0557698),h:0,n:0,cr:0;
p:(0.744841,0.0128304),h:0,n:0,cr:0;
p:(0.77605,0.0301674),h:0,n:0,cr:0;
p:(0.757499,0.0524885),h:0,n:0,cr:0;
p:(0.72615,0.0248686),h:0,n:0,cr:0;
p:(0.708442,0.0124802),h:0,n:0,cr:0;
p:(0.744408,0.00241037),h:0,n:0,cr:0;
p:(0.760831,0.0285841),h:0,n:0,cr:0;
p:(0.769364,0.0166367),h:0,n:0,cr:0;
p:(0.70367,0.0416778),h:0,n:0,cr:0;
p:(0.666395,0.0144709),h:0,n:0,cr:0;
p:(0.696662,0.00764006),h:0,n:0,cr:0;
p:(0.683805,0.0222512),h:0,n:0,cr:0;
p:(0.746888,0.0191599),h:0,n:0,cr:0;
p:(0.726301,0.013167),h:0,n:0,cr:0;
p:(0.753893,0.0421745),h:0,n:0,cr:0;
p:(0.737893,0.0537829),h:0,n:0,cr:0;
p:(0.725043,0.018727),h:0,n:0,cr:0;
p:(0.727696,0.0225934),h:0,n:0,cr:0;
p:(0.745418,0.0114699),h:0,n:0,cr:0;
p:(0.715799,0.0607487),h:0,n:0,cr:0;
p:(0.681656,0.02072),h:0,n:0,cr:0;
p:(0.777096,0.0247298),h:0,n:0,cr:0;
p:(0.739552,0.0393205),h:0,n:0,cr:0;
p:(0.773173,0.0012406),h:0,n:0,cr:0;
p:(0.729478,0.0491619),h:0,n:0,cr:0;
p:(0.669878,0.026106),h:0,n:0,cr:0;
p:(0.675855,0.0283385),h:0,n:0,cr:0;
p:(0.760942,0.0500392),h:0,n:0,cr:0;
p:(0.704139,0.0307838),h:0,n:0,cr:0;
p:(0.660526,0.00591033),h:0,n:0,cr:0;
p:(0.647522,0.100686),h:0,n:0,cr:0;
p:(0.641188,0.0468473),h:0,n:0,cr:0;
p:(0.645453,0.108785),h:0,n:0,cr:0;
p:(0.633734,0.14008),h:0,n:0,cr:0;
p:(0.636783,0.092576),h:0,n:0,cr:0;
p:(0.622011,0.156244),h:0,n:0,cr:0;
p:(0.636282,0.141065),h:0,n:0,cr:0;
p:(0.630773,0.0980574),h:0,n:0,cr:0;
p:(0.615842,0.139216),h:0,n:0,cr:0;
p:(0.6434,0.0914027),h:0,n:0,cr:0;
p:(0.644812,0.0572967),h:0,n:0,cr:0;
p:(0.628654,0.143034),h:0,n:0,cr:0;
p:(0.640689,0.0479816),h:0,n:0,cr:0;
p:(0.610963,0.138133),h:0,n:0,cr:0;
p:(0.625523,0.0726647),h:0,n:0,cr:0;
p:(0.630491,0.113471),h:0,n:0,cr:0;
p:(0.626917,0.105737),h:0,n:0,cr:0;
p:(0.601727,0.133047),h:0,n:0,cr:0;
p:(0.629742,0.118948),h:0,n:0,cr:0;
p:(0.645371,0.0474988),h:0,n:0,cr:0;
p:(0.628034,0.159301),h:0,n:0,cr:0;
p:(0.650026,0.11402),h:0,n:0,cr:0;
p:(0.640022,0.152152),h:0,n:0,cr:0;
p:(0.614792,0.127919),h:0,n:0,cr:0;
p:(0.62407,0.100061),h:0,n:0,cr:0;
p:(0.629665,0.0565368),h:0,n:0,cr:0;
p:(0.611899,0.138449),h:0,n:0,cr:0;
p:(0.646598,0.158692),h:0,n:0,cr:0;
p:(0.63551,0.133773),h:0,n:0,cr:0;
p:(0.613967,0.0947291),h:0,n:0,cr:0;
p:(0.626196,0.0945568),h:0,n:0,cr:0;
p:(0.631174,0.118905),h:0,n:0,cr:0;
p:(0.643878,0.0890881),h:0,n:0,cr:0;
p:(0.610886,0.107886),h:0,n:0,cr:0;
p:(0.640516,0.103694),h:0,n:0,cr:0;
p:(0.627901,0.151012),h:0,n:0,cr:0;
p:(0.648636,0.107299),h:0,n:0,cr:0;
p:(0.638064,0.153761),h:0,n:0,cr:0;
p:(0.632694,0.129285),h:0,n:0,cr:0;
p:(0.636742,0.0472169),h:0,n:0,cr:0;
p:(0.626182,0.0700032),h:0,n:0,cr:0;
p:(0.624434,0.140758),h:0,n:0,cr:0;
p:(0.640931,0.130008),h:0,n:0,cr:0;
p:(0.647732,0.119928),h:0,n:0,cr:0;
p:(0.645889,0.00600477),h:0,n:0,cr:0;
p:(0.639385,0.0149709),h:0,n:0,cr:0;
p:(0.687387,0.0996401),h:0,n:0,cr:0;
p:(0.686125,0.0937402),h:0,n:0,cr:0;
